9	1	1	1	1	1	40.899	0	1	0	0	1	46	483
9	1	1	1	2	2	33.202	0	1	0	0	1	22	382
9	1	1	1	3	3	12.574	0	1	0	1	2	25	354
9	1	1	1	4	4	16.51	0	2	0	1	2	93	61
9	1	1	1	5	5	21.744	0	2	0	1	3	108	197
9	1	1	1	6	6	3.9019	0	2	0	1	3	90	179
9	1	1	1	7	7	5.0671	0	2	0	1	4	108	51
9	1	1	1	8	8	6.838	0	1	0	1	5	33	444
9	1	1	1	9	9	8.1647	0	1	0	0	4	24	475
9	1	1	1	10	10	6.4318	0	2	0	0	4	117	134
9	1	1	1	11	11	4.3909	0	2	0	0	3	97	162
9	1	1	1	12	12	12.601	0	1	0	0	4	18	355
9	1	1	1	13	13	6.448	0	1	0	1	4	24	423
9	1	1	1	14	14	14.864	0	2	0	1	5	107	118
9	1	1	1	15	15	7.7336	0	1	0	0	4	48	488
9	1	1	1	16	16	6.1998	0	1	0	1	5	14	491
9	1	1	1	17	17	2.6807	0	1	0	1	6	24	486
9	1	1	1	18	18	8.2882	0	1	0	1	5	28	430
9	1	1	1	19	19	3.1005	0	2	0	0	4	116	141
9	1	1	1	20	20	2.701	0	1	0	1	6	21	429
9	1	2	2	1	21	5.3305	60	1	0	1	6	50	482
9	1	2	2	2	22	3.2688	60	2	0	0	5	130	79
9	1	2	2	3	23	11.647	60	1	0	1	6	26	432
9	1	2	2	4	24	6.5688	60	2	0	0	4	124	88
9	1	2	2	5	25	20.529	60	1	0	1	6	13	470
9	1	2	2	6	26	9.3761	60	2	0	1	6	111	142
9	1	2	2	7	27	11.405	60	1	0	1	7	44	500
9	1	2	2	8	28	4.3747	60	2	0	0	6	130	70
9	1	2	2	9	29	8.0803	60	1	0	1	7	10	469
9	1	2	2	10	30	6.2486	60	1	0	1	7	20	399
9	1	2	2	11	31	5.3764	60	1	0	0	6	32	415
9	1	2	2	12	32	3.1791	60	2	0	0	5	126	52
9	1	2	2	13	33	11.532	60	1	0	0	5	45	472
9	1	2	2	14	34	5.2128	60	2	0	0	4	95	69
9	1	2	2	15	35	7.4188	60	1	0	1	8	46	391
9	1	2	2	16	36	7.4238	60	2	0	1	8	105	141
9	1	2	2	17	37	5.9319	60	2	0	1	9	130	110
9	1	2	2	18	38	6.4946	60	1	0	1	9	11	413
9	1	2	2	19	39	3.8732	60	1	0	1	9	32	461
9	1	2	2	20	40	3.0416	60	1	0	1	9	43	388
9	1	3	3	1	41	7.425	65	1	0	0	7	43	386
9	1	3	3	2	42	9.4333	65	2	0	1	7	92	180
9	1	3	3	3	43	11.634	65	1	0	1	8	12	438
9	1	3	3	4	44	11.583	65	2	0	1	8	125	76
9	1	3	3	5	45	4.8536	65	2	0	0	7	103	101
9	1	3	3	6	46	4.9574	65	1	0	1	8	30	381
9	1	3	3	7	47	8.9776	65	1	0	1	8	34	353
9	1	3	3	8	48	7.6145	65	1	0	1	9	46	350
9	1	3	3	9	49	17.35	65	2	0	0	7	116	67
9	1	3	3	10	50	7.9449	65	2	0	0	7	108	67
9	1	3	3	11	51	5.8667	65	1	0	1	9	31	391
9	1	3	3	12	52	8.4313	65	1	0	1	9	29	459
9	1	3	3	13	53	9.4497	65	2	0	1	9	104	200
9	1	3	3	14	54	5.3448	65	1	0	1	9	22	430
9	1	3	3	15	55	6.4271	65	2	0	1	9	113	114
9	1	3	3	16	56	8.6738	65	1	0	0	8	27	415
9	1	3	3	17	57	6.0216	65	1	0	1	9	36	424
9	1	3	3	18	58	7.4883	65	1	0	1	9	20	498
9	1	3	3	19	59	5.0224	65	1	0	1	9	48	383
9	1	3	3	20	60	6.0173	65	1	0	1	10	28	472
9	1	4	4	1	61	3.3286	75	1	0	1	10	11	455
9	1	4	4	2	62	7.1063	75	2	0	1	9	105	153
9	1	4	4	3	63	17.346	75	1	0	1	9	44	354
9	1	4	4	4	64	6.6852	75	2	0	0	8	121	147
9	1	4	4	5	65	3.687	75	2	0	0	8	118	58
9	1	4	4	6	66	7.4879	75	1	0	0	8	33	497
9	1	4	4	7	67	5.9358	75	2	0	1	10	118	90
