17	1	1	1	1	1	63.588	0	1	0	0	2	33	414
17	1	1	1	2	2	30.069	0	2	0	0	2	118	167
17	1	1	1	3	3	2.1271	0	2	0	0	2	100	75
17	1	1	1	4	4	2.2955	0	2	0	1	4	110	185
17	1	1	1	5	5	2.1867	0	1	0	1	4	15	366
17	1	1	1	6	6	1.2598	0	1	0	1	4	11	453
17	1	1	1	7	7	2.743	0	1	0	1	5	23	496
17	1	1	1	8	8	3.419	0	1	0	0	5	27	497
17	1	1	1	9	9	1.446	0	2	0	0	5	101	106
17	1	1	1	10	10	1.5837	0	2	0	1	5	126	161
17	1	1	1	11	11	1.1907	0	1	0	1	5	38	438
17	1	1	1	12	12	2.0589	0	2	0	1	5	125	171
17	1	1	1	13	13	3.5627	0	1	0	0	4	18	426
17	1	1	1	14	14	1.0827	0	1	0	0	4	34	397
17	1	1	1	15	15	0.95161	0	1	0	0	3	16	490
17	1	1	1	16	16	1.3994	0	1	0	0	4	16	477
17	1	1	1	17	17	1.503	0	2	0	0	3	106	84
17	1	1	1	18	18	2.1287	0	2	0	0	3	97	191
17	1	1	1	19	19	1.2785	0	1	0	0	3	10	414
17	1	1	1	20	20	4.8888	0	1	0	0	3	40	408
17	1	2	2	1	21	2.234	35	2	0	1	4	95	197
17	1	2	2	2	22	2.9382	35	2	0	0	3	124	129
17	1	2	2	3	23	1.4833	35	1	0	1	4	32	399
17	1	2	2	4	24	1.1077	35	1	0	0	3	50	426
17	1	2	2	5	25	1.4396	35	1	0	0	3	19	412
17	1	2	2	6	26	0.48778	35	2	0	0	3	127	158
17	1	2	2	7	27	1.0108	35	2	0	0	3	112	146
17	1	2	2	8	28	2.3646	35	2	0	1	3	109	158
17	1	2	2	9	29	2.1912	35	1	0	0	3	27	427
17	1	2	2	10	30	1.8181	35	2	0	1	5	92	69
17	1	2	2	11	31	2.4694	35	2	0	1	4	108	157
17	1	2	2	12	32	2.0576	35	1	0	0	3	37	416
17	1	2	2	13	33	1.2025	35	1	0	1	4	17	461
17	1	2	2	14	34	1.4643	35	1	0	0	4	25	497
17	1	2	2	15	35	1.2634	35	2	0	0	3	118	85
17	1	2	2	16	36	1.4673	35	1	0	0	3	50	404
17	1	2	2	17	37	0.88442	35	2	0	0	3	121	80
17	1	2	2	18	38	0.86814	35	2	0	1	4	93	104
17	1	2	2	19	39	1.0293	35	1	0	1	5	35	486
17	1	2	2	20	40	1.4394	35	2	0	0	4	109	172
17	1	3	3	1	41	1.0728	40	1	0	0	4	31	430
17	1	3	3	2	42	1.5807	40	2	0	1	4	125	83
17	1	3	3	3	43	3.3795	40	1	0	0	4	32	455
17	1	3	3	4	44	4.9262	40	1	0	1	4	33	476
17	1	3	3	5	45	3.5811	40	1	0	0	4	16	356
17	1	3	3	6	46	1.755	40	1	0	0	4	33	357
17	1	3	3	7	47	2.4132	40	2	0	0	4	99	85
17	1	3	3	8	48	0.95851	40	2	0	1	4	110	135
17	1	3	3	9	49	2.6261	40	2	0	1	5	128	134
17	1	3	3	10	50	1.6385	40	2	0	0	4	126	141
17	1	3	3	11	51	1.1154	40	1	0	1	4	44	494
17	1	3	3	12	52	1.0428	40	1	0	1	4	45	362
17	1	3	3	13	53	1.3179	40	1	0	0	4	38	420
17	1	3	3	14	54	1.4064	40	2	0	0	2	115	198
17	1	3	3	15	55	2.5004	40	2	0	1	4	126	55
17	1	3	3	16	56	0.8942	40	2	0	0	3	111	177
17	1	3	3	17	57	1.6309	40	2	0	0	3	127	140
17	1	3	3	18	58	3.4661	40	1	0	0	3	36	455
17	1	3	3	19	59	3.8961	40	1	0	0	3	15	370
17	1	3	3	20	60	1.6697	40	2	0	1	3	100	171
17	1	4	4	1	61	0.94805	40	1	0	1	3	46	384
17	1	4	4	2	62	0.71929	40	1	0	0	3	38	463
17	1	4	4	3	63	0.56784	40	2	0	0	3	91	145
17	1	4	4	4	64	0.99654	40	2	0	0	2	125	108
17	1	4	4	5	65	1.3935	40	1	0	0	2	42	478
17	1	4	4	6	66	2.24	40	1	0	0	3	44	350
