12	1	1	1	1	1	20.504	0	2	0	1	5	108	87
12	1	1	1	2	2	10.723	0	1	0	1	5	28	474
12	1	1	1	3	3	9.3387	0	2	0	0	6	109	173
12	1	1	1	4	4	7.6849	0	2	0	0	5	91	69
12	1	1	1	5	5	5.5542	0	2	0	0	7	118	181
12	1	1	1	6	6	20.931	0	2	0	0	6	125	180
12	1	1	1	7	7	2.4997	0	1	0	1	8	37	389
12	1	1	1	8	8	4.0519	0	1	0	0	6	24	404
12	1	1	1	9	9	4.1824	0	1	0	0	5	28	472
12	1	1	1	10	10	16.49	0	1	0	0	5	24	382
12	1	1	1	11	11	4.2084	0	2	0	1	5	98	123
12	1	1	1	12	12	20.97	0	2	0	1	6	103	57
12	1	1	1	13	13	6.6654	0	2	0	0	7	91	64
12	1	1	1	14	14	3.7861	0	1	0	1	6	39	482
12	1	1	1	15	15	4.9818	0	2	0	1	7	94	79
12	1	1	1	16	16	4.9839	0	1	0	1	6	37	414
12	1	1	1	17	17	3.5173	0	2	0	1	6	127	178
12	1	1	1	18	18	8.4873	0	2	0	0	7	117	182
12	1	1	1	19	19	4.0796	0	2	0	1	6	92	131
12	1	1	1	20	20	4.2613	0	2	0	0	5	92	179
12	1	2	2	1	21	5.6192	50	2	0	1	6	90	75
12	1	2	2	2	22	3.5415	50	1	0	0	6	21	402
12	1	2	2	3	23	2.2115	50	2	0	0	6	122	170
12	1	2	2	4	24	3.6049	50	2	0	1	7	105	147
12	1	2	2	5	25	2.4395	50	2	0	1	6	120	91
12	1	2	2	6	26	2.3488	50	2	0	0	6	97	151
12	1	2	2	7	27	19.266	50	2	0	1	8	104	194
12	1	2	2	8	28	22.445	50	2	0	1	7	96	63
12	1	2	2	9	29	16.361	50	2	0	0	7	90	117
12	1	2	2	10	30	5.1833	50	2	0	1	6	119	180
12	1	2	2	11	31	3.683	50	2	0	0	6	92	64
12	1	2	2	12	32	5.4978	50	2	0	1	5	117	187
12	1	2	2	13	33	4.2396	50	2	0	0	6	114	188
12	1	2	2	14	34	12.34	50	2	0	0	6	116	173
12	1	2	2	15	35	7.0463	50	1	0	1	6	16	428
12	1	2	2	16	36	12.283	50	1	0	0	5	20	356
12	1	2	2	17	37	1.5807	50	2	0	0	5	119	196
12	1	2	2	18	38	3.0323	50	2	0	0	5	118	198
12	1	2	2	19	39	2.272	50	2	0	1	5	103	54
12	1	2	2	20	40	4.5112	50	1	0	1	7	23	459
12	1	3	3	1	41	3.1321	50	2	0	1	7	97	93
12	1	3	3	2	42	3.9808	50	2	0	0	7	126	116
12	1	3	3	3	43	9.6341	50	1	0	0	6	22	497
12	1	3	3	4	44	9.8108	50	1	0	1	7	30	453
12	1	3	3	5	45	10.306	50	2	0	1	7	118	68
12	1	3	3	6	46	7.6013	50	2	0	0	7	104	166
12	1	3	3	7	47	8.2296	50	2	0	1	6	127	62
12	1	3	3	8	48	3.8133	50	2	0	0	7	102	66
12	1	3	3	9	49	8.1558	50	2	0	1	6	110	79
12	1	3	3	10	50	1.7899	50	2	0	0	6	91	102
12	1	3	3	11	51	5.6943	50	2	0	1	8	120	53
12	1	3	3	12	52	3.2551	50	1	0	1	7	30	367
12	1	3	3	13	53	3.068	50	2	0	0	5	112	176
12	1	3	3	14	54	2.6314	50	1	0	0	7	29	431
12	1	3	3	15	55	3.9743	50	1	0	0	7	46	471
12	1	3	3	16	56	6.8346	50	1	0	1	6	36	389
12	1	3	3	17	57	5.3889	50	2	0	0	6	114	119
12	1	3	3	18	58	3.1441	50	2	0	1	5	95	97
12	1	3	3	19	59	6.4815	50	1	0	1	6	23	395
12	1	3	3	20	60	2.2925	50	2	0	1	6	108	148
